group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013078712,0.012338782,0.141,0.859,0.141,0.141,False,Acvr2b,21
Oligodendrocyte Precursor Cells,0.012595219,0.011595215,0.859,0.141,0.141,0.141,False,Acvr2b,21
Neurons,0.009824078,0.014163747,0.757,0.243,0.243,0.17499999999999996,False,Acvr2b,21
Neural Stem Cells,0.009323546,0.01825426,0.693,0.307,0.307,0.20799999999999996,False,Acvr2b,21
Excitatory Neurons,0.0047000414,0.012304858,0.649,0.351,0.351,0.23659999999999998,False,Acvr2b,21
Endocrine Cells,0.010117015,0.031128146,0.635,0.365,0.365,0.25799999999999995,False,Acvr2b,21
Endothelial Cells,-0.008198994,0.031249698,0.4,0.6,0.4,0.2782857142857143,False,Acvr2b,21
Astrocytes,0.0022446846,0.016012004,0.574,0.426,0.426,0.29675,False,Acvr2b,21
Microglia,-0.0021513668,0.017973535,0.441,0.559,0.441,0.31277777777777777,False,Acvr2b,21
Oligodendrocytes,-0.0016251849,0.010696193,0.455,0.545,0.455,0.327,False,Acvr2b,21
Myocytes,0.0005960632,0.024686806,0.522,0.478,0.478,0.34072727272727277,False,Acvr2b,21
GABAergic Neurons,-0.0016827706,0.018946977,0.488,0.512,0.488,0.35300000000000004,False,Acvr2b,21
