group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.030953411,0.00926742,0.0,1.0,0.0,0.0,True,Erbin,21
Endocrine Cells,0.06630147,0.031617217,0.981,0.019,0.019,0.0095,True,Erbin,21
Medium Spiny Neurons,-0.014434415,0.012152624,0.111,0.889,0.111,0.043333333333333335,True,Erbin,21
Myocytes,0.030648915,0.024897289,0.889,0.111,0.111,0.06025,False,Erbin,21
Oligodendrocyte Precursor Cells,0.010209696,0.011809544,0.805,0.195,0.195,0.0872,False,Erbin,21
Neurons,0.006573364,0.01404681,0.69,0.31,0.31,0.12433333333333334,False,Erbin,21
Neural Stem Cells,-0.006279482,0.017608907,0.352,0.648,0.352,0.15685714285714283,False,Erbin,21
Endothelial Cells,-0.011822912,0.03092031,0.354,0.646,0.354,0.1815,False,Erbin,21
Microglia,-0.0061479704,0.018142503,0.363,0.637,0.363,0.20166666666666666,False,Erbin,21
GABAergic Neurons,-0.0060532633,0.019209266,0.384,0.616,0.384,0.21989999999999998,False,Erbin,21
Excitatory Neurons,0.0024101688,0.012368691,0.575,0.425,0.425,0.2385454545454545,False,Erbin,21
Astrocytes,-0.0011013466,0.016329467,0.487,0.513,0.487,0.25925,False,Erbin,21
