group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014249263,0.012311776,0.119,0.881,0.119,0.119,False,Adcy3,21
Oligodendrocyte Precursor Cells,0.012130817,0.011604283,0.848,0.152,0.152,0.1355,False,Adcy3,21
Neurons,0.010087262,0.014152708,0.763,0.237,0.237,0.16933333333333334,False,Adcy3,21
Neural Stem Cells,0.01003117,0.018335901,0.706,0.294,0.294,0.2005,False,Adcy3,21
Excitatory Neurons,0.005307299,0.012329412,0.659,0.341,0.341,0.2286,False,Adcy3,21
Myocytes,0.006971852,0.024664879,0.605,0.395,0.395,0.25633333333333336,False,Adcy3,21
Endocrine Cells,0.0074853594,0.03107822,0.604,0.396,0.396,0.2762857142857143,False,Adcy3,21
Endothelial Cells,-0.00793425,0.03126537,0.402,0.598,0.402,0.29200000000000004,False,Adcy3,21
Astrocytes,0.0023873432,0.016002722,0.58,0.42,0.42,0.30622222222222223,False,Adcy3,21
Microglia,-0.0020535784,0.017954607,0.444,0.556,0.444,0.32,False,Adcy3,21
Oligodendrocytes,-0.0015005388,0.0107095055,0.46,0.54,0.46,0.33272727272727276,False,Adcy3,21
GABAergic Neurons,-0.0014162776,0.018983776,0.493,0.507,0.493,0.34608333333333335,False,Adcy3,21
