group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013808967,0.0123597225,0.127,0.873,0.127,0.127,False,Aim2,21
Oligodendrocyte Precursor Cells,0.012274346,0.0115349665,0.852,0.148,0.148,0.1375,False,Aim2,21
Neurons,0.008995574,0.014206083,0.735,0.265,0.265,0.18000000000000002,False,Aim2,21
Myocytes,0.011817287,0.024675079,0.677,0.323,0.323,0.21575,False,Aim2,21
Neural Stem Cells,0.0068116095,0.018339721,0.645,0.355,0.355,0.24359999999999998,False,Aim2,21
Excitatory Neurons,0.0044816956,0.0122855725,0.64,0.36,0.36,0.26299999999999996,False,Aim2,21
Endocrine Cells,0.0069941534,0.031061027,0.598,0.402,0.402,0.28285714285714286,False,Aim2,21
Endothelial Cells,-0.0077506485,0.031261146,0.404,0.596,0.404,0.298,False,Aim2,21
Microglia,-0.003485382,0.018054042,0.42,0.58,0.42,0.31155555555555553,False,Aim2,21
Astrocytes,0.0023166332,0.015981972,0.577,0.423,0.423,0.3227,False,Aim2,21
Oligodendrocytes,-0.0023043975,0.01070904,0.436,0.564,0.436,0.33299999999999996,False,Aim2,21
GABAergic Neurons,-0.002575689,0.018909331,0.467,0.533,0.467,0.3441666666666667,False,Aim2,21
