group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014229375,0.012354799,0.12,0.88,0.12,0.12,False,Abracl,21
Oligodendrocyte Precursor Cells,0.012266162,0.011545596,0.852,0.148,0.148,0.134,False,Abracl,21
Neurons,0.008664713,0.014198765,0.728,0.272,0.272,0.18000000000000002,False,Abracl,21
Neural Stem Cells,0.009460801,0.018294243,0.694,0.306,0.306,0.21150000000000002,False,Abracl,21
Excitatory Neurons,0.0044931597,0.012305918,0.64,0.36,0.36,0.2412,False,Abracl,21
Endothelial Cells,-0.008347018,0.03126244,0.399,0.601,0.399,0.2675,False,Abracl,21
Myocytes,0.00620954,0.024665352,0.597,0.403,0.403,0.28685714285714287,False,Abracl,21
Astrocytes,0.0022272738,0.015987592,0.574,0.426,0.426,0.30425,False,Abracl,21
Endocrine Cells,0.005289177,0.031077988,0.569,0.431,0.431,0.31833333333333336,False,Abracl,21
Oligodendrocytes,-0.0017954396,0.010713089,0.45,0.55,0.45,0.3315,False,Abracl,21
Microglia,-0.0017843363,0.017964413,0.453,0.547,0.453,0.34254545454545454,False,Abracl,21
GABAergic Neurons,-0.0023281237,0.018919397,0.472,0.528,0.472,0.35333333333333333,False,Abracl,21
