group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0135401925,0.012343929,0.129,0.871,0.129,0.129,False,Aifm1,21
Oligodendrocyte Precursor Cells,0.011812048,0.01156408,0.84,0.16,0.16,0.14450000000000002,False,Aifm1,21
Neurons,0.009037658,0.01418281,0.735,0.265,0.265,0.18466666666666667,False,Aifm1,21
Neural Stem Cells,0.008073123,0.018333755,0.667,0.333,0.333,0.22175,False,Aifm1,21
Excitatory Neurons,0.0045596003,0.012307079,0.642,0.358,0.358,0.24900000000000003,False,Aifm1,21
Endothelial Cells,-0.008508789,0.03124946,0.398,0.602,0.398,0.2738333333333334,False,Aifm1,21
Myocytes,0.006887581,0.024683049,0.602,0.398,0.398,0.29157142857142865,False,Aifm1,21
Astrocytes,0.0025457318,0.0160143,0.583,0.417,0.417,0.30725,False,Aifm1,21
Endocrine Cells,0.0053970846,0.031082159,0.571,0.429,0.429,0.3207777777777778,False,Aifm1,21
Microglia,-0.0024621743,0.017952023,0.434,0.566,0.434,0.3321,False,Aifm1,21
Oligodendrocytes,-0.0014792822,0.010698161,0.461,0.539,0.461,0.3438181818181818,False,Aifm1,21
GABAergic Neurons,-0.0022753957,0.01895285,0.474,0.526,0.474,0.3546666666666667,False,Aifm1,21
