group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013718021,0.012369331,0.128,0.872,0.128,0.128,False,Alx4,21
Oligodendrocyte Precursor Cells,0.012288459,0.011528799,0.852,0.148,0.148,0.138,False,Alx4,21
Myocytes,0.018494738,0.024699336,0.759,0.241,0.241,0.17233333333333334,False,Alx4,21
Neurons,0.008923094,0.014207996,0.732,0.268,0.268,0.19625,False,Alx4,21
Endocrine Cells,0.015410647,0.031115605,0.7,0.3,0.3,0.217,False,Alx4,21
Neural Stem Cells,0.0085313525,0.018370038,0.678,0.322,0.322,0.23450000000000001,False,Alx4,21
Excitatory Neurons,0.0045323456,0.012282183,0.642,0.358,0.358,0.25214285714285717,False,Alx4,21
Endothelial Cells,-0.0084780855,0.031244207,0.399,0.601,0.399,0.2705,False,Alx4,21
Astrocytes,0.0023569837,0.015992407,0.579,0.421,0.421,0.2872222222222222,False,Alx4,21
Microglia,-0.0025966489,0.017938947,0.432,0.568,0.432,0.30169999999999997,False,Alx4,21
Oligodendrocytes,-0.001774322,0.010718761,0.45,0.55,0.45,0.3151818181818182,False,Alx4,21
GABAergic Neurons,-0.0022861052,0.01890046,0.473,0.527,0.473,0.3283333333333333,False,Alx4,21
