group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013716895,0.012355139,0.128,0.872,0.128,0.128,False,Abi3bp,21
Oligodendrocyte Precursor Cells,0.012110589,0.011532837,0.849,0.151,0.151,0.1395,False,Abi3bp,21
Neural Stem Cells,0.01425034,0.018294837,0.772,0.228,0.228,0.169,False,Abi3bp,21
Neurons,0.009291815,0.01420416,0.741,0.259,0.259,0.1915,False,Abi3bp,21
Endocrine Cells,0.01606226,0.031123733,0.707,0.293,0.293,0.2118,False,Abi3bp,21
Myocytes,0.011297376,0.024695007,0.672,0.328,0.328,0.23116666666666666,False,Abi3bp,21
Excitatory Neurons,0.00431987,0.01229785,0.637,0.363,0.363,0.25,False,Abi3bp,21
Endothelial Cells,-0.008788624,0.031268526,0.395,0.605,0.395,0.268125,False,Abi3bp,21
Astrocytes,0.0021491172,0.015982553,0.572,0.428,0.428,0.28588888888888886,False,Abi3bp,21
Microglia,-0.0025111064,0.017941972,0.434,0.566,0.434,0.3007,False,Abi3bp,21
Oligodendrocytes,-0.0018217626,0.010715983,0.448,0.552,0.448,0.3140909090909091,False,Abi3bp,21
GABAergic Neurons,-0.0021784317,0.018912084,0.476,0.524,0.476,0.32758333333333334,False,Abi3bp,21
