group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013717425,0.012370018,0.128,0.872,0.128,0.128,False,Agxt2,21
Oligodendrocyte Precursor Cells,0.012201927,0.011528912,0.851,0.149,0.149,0.1385,False,Agxt2,21
Neurons,0.008969987,0.014208838,0.733,0.267,0.267,0.18133333333333335,False,Agxt2,21
Neural Stem Cells,0.008689938,0.018371351,0.68,0.32,0.32,0.21600000000000003,False,Agxt2,21
Excitatory Neurons,0.0045620655,0.012282414,0.642,0.358,0.358,0.2444,False,Agxt2,21
Myocytes,0.009038683,0.024660662,0.638,0.362,0.362,0.264,False,Agxt2,21
Endocrine Cells,0.0072799325,0.031061146,0.6,0.4,0.4,0.2834285714285714,False,Agxt2,21
Endothelial Cells,-0.0080718445,0.031281386,0.401,0.599,0.401,0.298125,False,Agxt2,21
Astrocytes,0.0023203022,0.015977617,0.577,0.423,0.423,0.312,False,Agxt2,21
Microglia,-0.0025426985,0.017938947,0.433,0.567,0.433,0.32409999999999994,False,Agxt2,21
Oligodendrocytes,-0.0017079395,0.010717953,0.452,0.548,0.452,0.3357272727272727,False,Agxt2,21
GABAergic Neurons,-0.0022933863,0.018899856,0.473,0.527,0.473,0.3471666666666666,False,Agxt2,21
