group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013722582,0.01236967,0.128,0.872,0.128,0.128,False,Aplnr,21
Oligodendrocyte Precursor Cells,0.012377555,0.011529476,0.854,0.146,0.146,0.137,False,Aplnr,21
Neurons,0.00895719,0.014207758,0.733,0.267,0.267,0.18033333333333335,False,Aplnr,21
Neural Stem Cells,0.008045092,0.0183698,0.665,0.335,0.335,0.21900000000000003,False,Aplnr,21
Excitatory Neurons,0.004533031,0.012283816,0.642,0.358,0.358,0.2468,False,Aplnr,21
Endothelial Cells,-0.00883661,0.03127098,0.395,0.605,0.395,0.2715,False,Aplnr,21
Microglia,-0.0025590274,0.017939642,0.433,0.567,0.433,0.29457142857142854,False,Aplnr,21
Astrocytes,0.0017278665,0.015978422,0.56,0.44,0.44,0.31275,False,Aplnr,21
Oligodendrocytes,-0.0018137832,0.010717834,0.448,0.552,0.448,0.3277777777777777,False,Aplnr,21
Endocrine Cells,0.002534392,0.031069858,0.538,0.462,0.462,0.3412,False,Aplnr,21
Myocytes,-0.0028937135,0.024679422,0.467,0.533,0.467,0.35263636363636364,False,Aplnr,21
GABAergic Neurons,-0.0023435128,0.018901056,0.472,0.528,0.472,0.3625833333333333,False,Aplnr,21
