group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.04954231,0.024833418,0.98,0.02,0.02,0.02,True,Adcyap1,21
Medium Spiny Neurons,-0.015252289,0.012363725,0.101,0.899,0.101,0.060500000000000005,False,Adcyap1,21
Oligodendrocyte Precursor Cells,0.013075295,0.011584128,0.873,0.127,0.127,0.08266666666666667,False,Adcyap1,21
Neural Stem Cells,0.008731922,0.018360728,0.681,0.319,0.319,0.14175,False,Adcyap1,21
Endothelial Cells,-0.008387483,0.031267464,0.399,0.601,0.399,0.19319999999999998,False,Adcyap1,21
Excitatory Neurons,0.0026439389,0.01235618,0.583,0.417,0.417,0.2305,False,Adcyap1,21
Oligodendrocytes,-0.0026775692,0.010695036,0.424,0.576,0.424,0.2581428571428571,False,Adcyap1,21
Microglia,-0.002658653,0.017955067,0.431,0.569,0.431,0.27975,False,Adcyap1,21
Neurons,-0.002546658,0.013964881,0.431,0.569,0.431,0.29655555555555557,False,Adcyap1,21
Astrocytes,0.00085017737,0.015996413,0.543,0.457,0.457,0.3126,False,Adcyap1,21
GABAergic Neurons,-0.0023824365,0.0189164,0.472,0.528,0.472,0.3270909090909091,False,Adcyap1,21
Endocrine Cells,0.0015998201,0.031057768,0.525,0.475,0.475,0.33941666666666664,False,Adcyap1,21
