group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013183238,0.012333748,0.138,0.862,0.138,0.138,False,Apba3,21
Oligodendrocyte Precursor Cells,0.012004797,0.011613588,0.845,0.155,0.155,0.14650000000000002,False,Apba3,21
Neurons,0.009132691,0.014155109,0.74,0.26,0.26,0.18433333333333335,False,Apba3,21
Neural Stem Cells,0.009550475,0.018236233,0.695,0.305,0.305,0.21450000000000002,False,Apba3,21
Myocytes,-0.012851647,0.024713634,0.308,0.692,0.308,0.23320000000000002,False,Apba3,21
Excitatory Neurons,0.0046719816,0.012328128,0.649,0.351,0.351,0.25283333333333335,False,Apba3,21
Endothelial Cells,-0.008825872,0.03120447,0.395,0.605,0.395,0.2731428571428572,False,Apba3,21
Astrocytes,0.0024468065,0.016068175,0.581,0.419,0.419,0.291375,False,Apba3,21
Microglia,-0.0023693915,0.017975057,0.434,0.566,0.434,0.30722222222222223,False,Apba3,21
GABAergic Neurons,-0.0024402805,0.018971903,0.471,0.529,0.471,0.3236,False,Apba3,21
Oligodendrocytes,-0.0010142049,0.010640177,0.474,0.526,0.474,0.3372727272727273,False,Apba3,21
Endocrine Cells,0.00057930866,0.031123502,0.513,0.487,0.487,0.34975,False,Apba3,21
