group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.014390596,0.01163251,0.895,0.105,0.105,0.105,False,Sesn2,21
Medium Spiny Neurons,-0.013747722,0.012354915,0.127,0.873,0.127,0.11599999999999999,False,Sesn2,21
Neurons,0.008853312,0.014157029,0.732,0.268,0.268,0.16666666666666666,False,Sesn2,21
Myocytes,0.014401872,0.024700154,0.708,0.292,0.292,0.198,False,Sesn2,21
Excitatory Neurons,0.005131296,0.012322394,0.655,0.345,0.345,0.2274,False,Sesn2,21
Neural Stem Cells,0.0062308796,0.018278135,0.636,0.364,0.364,0.25016666666666665,False,Sesn2,21
Oligodendrocytes,0.003235099,0.010682655,0.623,0.377,0.377,0.2682857142857143,False,Sesn2,21
Astrocytes,0.0034615982,0.016049944,0.609,0.391,0.391,0.283625,False,Sesn2,21
Endothelial Cells,-0.0078423135,0.031239895,0.402,0.598,0.402,0.2967777777777778,False,Sesn2,21
Endocrine Cells,0.004346371,0.031107713,0.557,0.443,0.443,0.3114,False,Sesn2,21
Microglia,-0.0017908069,0.017975992,0.453,0.547,0.453,0.32427272727272727,False,Sesn2,21
GABAergic Neurons,-0.0014385554,0.019023104,0.493,0.507,0.493,0.3383333333333334,False,Sesn2,21
