group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01737906,0.012301251,0.072,0.928,0.072,0.072,False,Acvrl1,21
Oligodendrocyte Precursor Cells,0.011432969,0.0115611665,0.833,0.167,0.167,0.1195,False,Acvrl1,21
Neurons,0.008889593,0.01420548,0.732,0.268,0.268,0.169,False,Acvrl1,21
Neural Stem Cells,0.00887736,0.018357147,0.685,0.315,0.315,0.20550000000000002,False,Acvrl1,21
Excitatory Neurons,0.0045930697,0.012288146,0.643,0.357,0.357,0.2358,False,Acvrl1,21
Endocrine Cells,0.009509352,0.031103771,0.627,0.373,0.373,0.25866666666666666,False,Acvrl1,21
Astrocytes,0.0023771964,0.016004557,0.58,0.42,0.42,0.2817142857142857,False,Acvrl1,21
Microglia,-0.0027942026,0.017990466,0.429,0.571,0.429,0.300125,False,Acvrl1,21
Oligodendrocytes,-0.001855559,0.010709391,0.447,0.553,0.447,0.3164444444444444,False,Acvrl1,21
Myocytes,-0.0037088569,0.024680825,0.456,0.544,0.456,0.33039999999999997,False,Acvrl1,21
Endothelial Cells,-0.0021387846,0.030574303,0.472,0.528,0.472,0.34327272727272723,False,Acvrl1,21
GABAergic Neurons,-0.0022958694,0.018907765,0.473,0.527,0.473,0.3540833333333333,False,Acvrl1,21
