group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.124637716,0.024919437,0.0,1.0,0.0,0.0,True,Sgk1,21
Oligodendrocytes,0.11827805,0.009254211,1.0,0.0,0.0,0.0,True,Sgk1,21
Oligodendrocyte Precursor Cells,0.02316065,0.011812906,0.983,0.017,0.017,0.005666666666666667,True,Sgk1,21
Neurons,0.01033566,0.014085427,0.769,0.231,0.231,0.062,False,Sgk1,21
Excitatory Neurons,0.008238029,0.012472836,0.745,0.255,0.255,0.1006,False,Sgk1,21
Endocrine Cells,0.017434511,0.031274218,0.723,0.277,0.277,0.13,False,Sgk1,21
Neural Stem Cells,0.010096239,0.018145634,0.707,0.293,0.293,0.15328571428571428,False,Sgk1,21
Astrocytes,0.007290484,0.0161358,0.69,0.31,0.31,0.172875,False,Sgk1,21
Microglia,-0.00279158,0.018490389,0.431,0.569,0.431,0.20155555555555557,False,Sgk1,21
Endothelial Cells,0.004319063,0.030828644,0.558,0.442,0.442,0.22560000000000002,False,Sgk1,21
Medium Spiny Neurons,-0.0018952261,0.012085327,0.443,0.557,0.443,0.2453636363636364,False,Sgk1,21
GABAergic Neurons,0.0016457961,0.019186493,0.548,0.452,0.452,0.26258333333333334,False,Sgk1,21
