group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.05181193,0.024873149,0.986,0.014,0.014,0.014,True,Anapc11,21
Medium Spiny Neurons,-0.014609227,0.012272422,0.11,0.89,0.11,0.062,False,Anapc11,21
Oligodendrocyte Precursor Cells,0.012860605,0.011651764,0.866,0.134,0.134,0.08600000000000001,False,Anapc11,21
Neurons,0.008666219,0.014095137,0.729,0.271,0.271,0.13225,False,Anapc11,21
Neural Stem Cells,0.0076318164,0.018190758,0.661,0.339,0.339,0.17360000000000003,False,Anapc11,21
Excitatory Neurons,0.0042896615,0.012389499,0.633,0.367,0.367,0.20583333333333334,False,Anapc11,21
Endothelial Cells,-0.008368208,0.03117058,0.399,0.601,0.399,0.23342857142857146,False,Anapc11,21
Microglia,-0.0037826383,0.017988253,0.41,0.59,0.41,0.2555,False,Anapc11,21
Astrocytes,0.0020358977,0.016078146,0.57,0.43,0.43,0.2748888888888889,False,Anapc11,21
Endocrine Cells,0.005229338,0.031116294,0.569,0.431,0.431,0.29050000000000004,False,Anapc11,21
Oligodendrocytes,-0.0015280666,0.010600477,0.457,0.543,0.457,0.30563636363636365,False,Anapc11,21
GABAergic Neurons,-0.0015429185,0.019084014,0.492,0.508,0.492,0.32116666666666666,False,Anapc11,21
