group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.20703791,0.033439744,1.0,0.0,0.0,0.0,True,App,21
Myocytes,0.1221559,0.025662685,1.0,0.0,0.0,0.0,True,App,21
Neural Stem Cells,0.026914267,0.017282186,0.931,0.069,0.069,0.023000000000000003,True,App,21
Oligodendrocytes,-0.013234389,0.00993898,0.078,0.922,0.078,0.036750000000000005,True,App,21
Oligodendrocyte Precursor Cells,0.016929233,0.01194524,0.921,0.079,0.079,0.045200000000000004,True,App,21
Medium Spiny Neurons,-0.0088800015,0.011118405,0.213,0.787,0.213,0.07316666666666667,False,App,21
Endothelial Cells,-0.023323571,0.029784558,0.219,0.781,0.219,0.094,False,App,21
Neurons,0.006690227,0.012179493,0.711,0.289,0.289,0.11837500000000001,False,App,21
Astrocytes,0.004432655,0.016585762,0.632,0.368,0.368,0.1461111111111111,False,App,21
Microglia,0.0036103998,0.01856665,0.565,0.435,0.435,0.175,False,App,21
Excitatory Neurons,-0.00076854945,0.014462877,0.486,0.514,0.486,0.20327272727272724,False,App,21
GABAergic Neurons,-0.00040645426,0.021649595,0.509,0.491,0.491,0.22724999999999998,False,App,21
