group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013793857,0.01237013,0.127,0.873,0.127,0.127,False,Agtr1a,21
Oligodendrocyte Precursor Cells,0.012306854,0.011531492,0.852,0.148,0.148,0.1375,False,Agtr1a,21
Neurons,0.008960592,0.014206438,0.733,0.267,0.267,0.18066666666666667,False,Agtr1a,21
Neural Stem Cells,0.00823951,0.018369563,0.673,0.327,0.327,0.21725,False,Agtr1a,21
Excitatory Neurons,0.004530534,0.012283,0.642,0.358,0.358,0.24539999999999998,False,Agtr1a,21
Endothelial Cells,-0.008103611,0.03128067,0.401,0.599,0.401,0.2713333333333333,False,Agtr1a,21
Myocytes,0.00623104,0.024664765,0.597,0.403,0.403,0.2901428571428571,False,Agtr1a,21
Astrocytes,0.0023208044,0.015978422,0.577,0.423,0.423,0.30674999999999997,False,Agtr1a,21
Microglia,-0.0025996945,0.017938826,0.432,0.568,0.432,0.32066666666666666,False,Agtr1a,21
Endocrine Cells,-0.004453837,0.031064497,0.445,0.555,0.445,0.33309999999999995,False,Agtr1a,21
Oligodendrocytes,-0.0016999927,0.0107191065,0.452,0.548,0.452,0.3439090909090909,False,Agtr1a,21
GABAergic Neurons,-0.002319545,0.018901534,0.472,0.528,0.472,0.35458333333333325,False,Agtr1a,21
