group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0157478,0.01215125,0.09,0.91,0.09,0.09,False,Asna1,21
Oligodendrocyte Precursor Cells,0.0117093865,0.011817163,0.833,0.167,0.167,0.1285,False,Asna1,21
Neurons,0.0074273106,0.013856318,0.702,0.298,0.298,0.18499999999999997,False,Asna1,21
Neural Stem Cells,0.009193007,0.017920708,0.693,0.307,0.307,0.21549999999999997,False,Asna1,21
Endocrine Cells,0.010061931,0.031336214,0.635,0.365,0.365,0.24539999999999998,False,Asna1,21
Excitatory Neurons,0.0043915864,0.012617996,0.634,0.366,0.366,0.2655,False,Asna1,21
Myocytes,-0.0074878386,0.024764271,0.375,0.625,0.375,0.28114285714285714,False,Asna1,21
Astrocytes,0.0031596948,0.016329808,0.6,0.4,0.4,0.296,False,Asna1,21
Endothelial Cells,-0.0070439605,0.030969052,0.41,0.59,0.41,0.30866666666666664,False,Asna1,21
Microglia,-0.0008984516,0.018126367,0.468,0.532,0.468,0.3246,False,Asna1,21
GABAergic Neurons,-0.0020699438,0.019435281,0.479,0.521,0.479,0.3386363636363636,False,Asna1,21
Oligodendrocytes,-3.4546042e-06,0.010398702,0.51,0.49,0.49,0.35125,False,Asna1,21
