group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.021041403,0.009897282,0.018,0.982,0.018,0.018,True,Rnf13,21
Medium Spiny Neurons,-0.013324471,0.012103863,0.128,0.872,0.128,0.073,False,Rnf13,21
Oligodendrocyte Precursor Cells,0.012131148,0.0119201625,0.839,0.161,0.161,0.10233333333333333,False,Rnf13,21
Endocrine Cells,0.030375443,0.031426042,0.823,0.177,0.177,0.121,False,Rnf13,21
Neural Stem Cells,0.012967585,0.017512871,0.762,0.238,0.238,0.1444,False,Rnf13,21
Myocytes,0.014997018,0.024921892,0.715,0.285,0.285,0.1678333333333333,False,Rnf13,21
Neurons,0.006511999,0.013877314,0.69,0.31,0.31,0.18814285714285714,False,Rnf13,21
Excitatory Neurons,0.004989076,0.012537004,0.653,0.347,0.347,0.208,False,Rnf13,21
Endothelial Cells,-0.009788159,0.0307704,0.383,0.617,0.383,0.22744444444444442,False,Rnf13,21
Microglia,-0.0039195507,0.018668737,0.41,0.59,0.41,0.24569999999999997,False,Rnf13,21
GABAergic Neurons,-0.0018916926,0.019451236,0.483,0.517,0.483,0.2672727272727273,False,Rnf13,21
Astrocytes,-0.0013475151,0.016798023,0.484,0.516,0.484,0.2853333333333333,False,Rnf13,21
