group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.01828809,0.011928778,0.941,0.059,0.059,0.059,False,Agpat3,21
Medium Spiny Neurons,-0.013235571,0.011619791,0.124,0.876,0.124,0.0915,False,Agpat3,21
Myocytes,0.027749378,0.025023729,0.866,0.134,0.134,0.10566666666666667,False,Agpat3,21
Endocrine Cells,0.033243217,0.03155095,0.848,0.152,0.152,0.11725,False,Agpat3,21
Neural Stem Cells,0.015001449,0.017437132,0.796,0.204,0.204,0.1346,False,Agpat3,21
Neurons,0.00745532,0.013493471,0.712,0.288,0.288,0.16016666666666665,False,Agpat3,21
Excitatory Neurons,0.0050688395,0.0130176,0.653,0.347,0.347,0.18685714285714283,False,Agpat3,21
Astrocytes,0.004882194,0.01710091,0.638,0.362,0.362,0.20875,False,Agpat3,21
Oligodendrocytes,0.0024209593,0.009690041,0.605,0.395,0.395,0.22944444444444445,False,Agpat3,21
Endothelial Cells,-0.0064001223,0.030347267,0.418,0.582,0.418,0.24830000000000002,False,Agpat3,21
GABAergic Neurons,0.0018970374,0.020015249,0.549,0.451,0.451,0.26672727272727276,False,Agpat3,21
Microglia,-0.0004784709,0.018501256,0.477,0.523,0.477,0.28425,False,Agpat3,21
