group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0137068145,0.01236967,0.128,0.872,0.128,0.128,False,Aqp6,21
Oligodendrocyte Precursor Cells,0.012310519,0.011529135,0.852,0.148,0.148,0.138,False,Aqp6,21
Neurons,0.008806631,0.014206202,0.73,0.27,0.27,0.18200000000000002,False,Aqp6,21
Neural Stem Cells,0.008569749,0.018371468,0.678,0.322,0.322,0.21700000000000003,False,Aqp6,21
Excitatory Neurons,0.0045765983,0.012283704,0.643,0.357,0.357,0.24500000000000002,False,Aqp6,21
Myocytes,0.008974031,0.024660788,0.638,0.362,0.362,0.2645,False,Aqp6,21
Endocrine Cells,0.0072945007,0.031061027,0.6,0.4,0.4,0.28385714285714286,False,Aqp6,21
Endothelial Cells,-0.0080528995,0.031280667,0.401,0.599,0.401,0.2985,False,Aqp6,21
Astrocytes,0.0022746744,0.015979337,0.575,0.425,0.425,0.31255555555555553,False,Aqp6,21
Microglia,-0.0025351448,0.017939411,0.433,0.567,0.433,0.32459999999999994,False,Aqp6,21
Oligodendrocytes,-0.0017495893,0.0107178325,0.452,0.548,0.452,0.33618181818181814,False,Aqp6,21
GABAergic Neurons,-0.0023101827,0.018902496,0.473,0.527,0.473,0.3475833333333333,False,Aqp6,21
