group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.081968926,0.03177386,0.991,0.009,0.009,0.009,True,Sult1a1,21
Medium Spiny Neurons,-0.013385944,0.012331684,0.134,0.866,0.134,0.07150000000000001,False,Sult1a1,21
Oligodendrocyte Precursor Cells,0.011123855,0.0115870405,0.829,0.171,0.171,0.10466666666666669,False,Sult1a1,21
Neural Stem Cells,0.011133432,0.01825271,0.726,0.274,0.274,0.14700000000000002,False,Sult1a1,21
Astrocytes,0.00782542,0.016298642,0.698,0.302,0.302,0.17800000000000002,False,Sult1a1,21
Neurons,0.0067033935,0.014187975,0.691,0.309,0.309,0.19983333333333334,False,Sult1a1,21
Endothelial Cells,0.014790256,0.03058715,0.682,0.318,0.318,0.21671428571428572,False,Sult1a1,21
Microglia,0.008424013,0.018363422,0.68,0.32,0.32,0.22962500000000002,False,Sult1a1,21
Excitatory Neurons,0.0036460974,0.012307904,0.609,0.391,0.391,0.24755555555555558,False,Sult1a1,21
Oligodendrocytes,-0.0020408577,0.010684392,0.445,0.555,0.445,0.2673,False,Sult1a1,21
GABAergic Neurons,-0.0026804672,0.018931745,0.465,0.535,0.465,0.2852727272727273,False,Sult1a1,21
Myocytes,-0.0019816435,0.024873616,0.483,0.517,0.483,0.30175,False,Sult1a1,21
