group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neurons,0.027918179,0.0122863185,0.982,0.018,0.018,0.018,True,Ahi1,21
Myocytes,0.049965415,0.024978496,0.981,0.019,0.019,0.0185,True,Ahi1,21
Oligodendrocyte Precursor Cells,0.01465543,0.0119079575,0.894,0.106,0.106,0.04766666666666666,True,Ahi1,21
Endocrine Cells,-0.025066579,0.031326797,0.215,0.785,0.215,0.0895,False,Ahi1,21
Medium Spiny Neurons,-0.0077364957,0.011686885,0.262,0.738,0.262,0.124,False,Ahi1,21
Neural Stem Cells,0.0070411433,0.017685812,0.651,0.349,0.349,0.1615,False,Ahi1,21
Oligodendrocytes,0.0037163766,0.01034024,0.637,0.363,0.363,0.19028571428571425,False,Ahi1,21
GABAergic Neurons,-0.0056706434,0.020333061,0.401,0.599,0.401,0.21662499999999998,False,Ahi1,21
Endothelial Cells,-0.0068616695,0.031076824,0.413,0.587,0.413,0.23844444444444443,False,Ahi1,21
Astrocytes,0.0012248011,0.016347116,0.552,0.448,0.448,0.25939999999999996,False,Ahi1,21
Excitatory Neurons,0.00089139433,0.012889431,0.53,0.47,0.47,0.27854545454545454,False,Ahi1,21
Microglia,0.00084428693,0.018124621,0.498,0.502,0.498,0.29683333333333334,False,Ahi1,21
