group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01343685,0.012152277,0.128,0.872,0.128,0.128,False,Arhgap35,21
Oligodendrocyte Precursor Cells,0.012031185,0.011891952,0.836,0.164,0.164,0.14600000000000002,False,Arhgap35,21
Neurons,0.010861555,0.013844323,0.782,0.218,0.218,0.17,False,Arhgap35,21
Endocrine Cells,0.022211693,0.03143917,0.763,0.237,0.237,0.18675,False,Arhgap35,21
Neural Stem Cells,0.0056082006,0.01781826,0.63,0.37,0.37,0.2234,False,Arhgap35,21
Excitatory Neurons,0.0041697826,0.01261858,0.626,0.374,0.374,0.24850000000000003,False,Arhgap35,21
Endothelial Cells,-0.009497695,0.03105744,0.39,0.61,0.39,0.26871428571428574,False,Arhgap35,21
Myocytes,0.0055555934,0.024730984,0.59,0.41,0.41,0.28637500000000005,False,Arhgap35,21
Astrocytes,0.0022098,0.016263578,0.572,0.428,0.428,0.30211111111111116,False,Arhgap35,21
Microglia,-0.0015857879,0.018088164,0.454,0.546,0.454,0.3173,False,Arhgap35,21
Oligodendrocytes,0.00037931997,0.010481825,0.52,0.48,0.48,0.33209090909090916,False,Arhgap35,21
GABAergic Neurons,-0.0018332495,0.019420914,0.485,0.515,0.485,0.3448333333333334,False,Arhgap35,21
