group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013509872,0.012366356,0.13,0.87,0.13,0.13,False,Bcl2a1a,21
Oligodendrocyte Precursor Cells,0.012543635,0.011535632,0.859,0.141,0.141,0.1355,False,Bcl2a1a,21
Neurons,0.009158991,0.01420584,0.739,0.261,0.261,0.17733333333333334,False,Bcl2a1a,21
Neural Stem Cells,0.0088893045,0.018360257,0.685,0.315,0.315,0.21175,False,Bcl2a1a,21
Excitatory Neurons,0.004568522,0.01228359,0.642,0.358,0.358,0.24100000000000002,False,Bcl2a1a,21
Myocytes,0.008710818,0.024660788,0.632,0.368,0.368,0.26216666666666666,False,Bcl2a1a,21
Endothelial Cells,-0.008782149,0.03127261,0.395,0.605,0.395,0.28114285714285714,False,Bcl2a1a,21
Endocrine Cells,0.006508401,0.031060683,0.592,0.408,0.408,0.297,False,Bcl2a1a,21
Astrocytes,0.0024364002,0.015985988,0.581,0.419,0.419,0.31055555555555553,False,Bcl2a1a,21
Oligodendrocytes,-0.0014756477,0.010712397,0.461,0.539,0.461,0.3256,False,Bcl2a1a,21
GABAergic Neurons,-0.0023795764,0.018902857,0.472,0.528,0.472,0.3389090909090909,False,Bcl2a1a,21
Microglia,0.0021026311,0.018168908,0.528,0.472,0.472,0.3499999999999999,False,Bcl2a1a,21
