group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013660734,0.012339126,0.128,0.872,0.128,0.128,False,Actl6a,21
Oligodendrocyte Precursor Cells,0.012131431,0.011591968,0.848,0.152,0.152,0.14,False,Actl6a,21
Neurons,0.009215642,0.014186884,0.74,0.26,0.26,0.18000000000000002,False,Actl6a,21
Endocrine Cells,0.0119653735,0.031171106,0.653,0.347,0.347,0.22175,False,Actl6a,21
Neural Stem Cells,0.0060895258,0.01825438,0.635,0.365,0.365,0.2504,False,Actl6a,21
Excitatory Neurons,0.0042505646,0.012305095,0.633,0.367,0.367,0.2698333333333333,False,Actl6a,21
Endothelial Cells,-0.008781076,0.031234266,0.395,0.605,0.395,0.28771428571428576,False,Actl6a,21
Astrocytes,0.0019981836,0.016021868,0.568,0.432,0.432,0.30575,False,Actl6a,21
Microglia,-0.0026086925,0.017971197,0.432,0.568,0.432,0.31977777777777777,False,Actl6a,21
Myocytes,0.00220863,0.02467157,0.547,0.453,0.453,0.3331,False,Actl6a,21
Oligodendrocytes,-0.0014859617,0.0106771,0.46,0.54,0.46,0.34463636363636363,False,Actl6a,21
GABAergic Neurons,-0.0021122708,0.01893798,0.477,0.523,0.477,0.35566666666666663,False,Actl6a,21
