group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.015311158,0.012171845,0.096,0.904,0.096,0.096,False,Ambra1,21
Oligodendrocyte Precursor Cells,0.013999352,0.0117616225,0.886,0.114,0.114,0.10500000000000001,False,Ambra1,21
Neurons,0.009780828,0.014003388,0.758,0.242,0.242,0.15066666666666667,False,Ambra1,21
Neural Stem Cells,0.01191123,0.017960344,0.74,0.26,0.26,0.178,False,Ambra1,21
Endocrine Cells,0.017034551,0.031311702,0.718,0.282,0.282,0.1988,False,Ambra1,21
Myocytes,0.009744722,0.024785243,0.648,0.352,0.352,0.22433333333333336,False,Ambra1,21
Excitatory Neurons,0.0043510366,0.012482888,0.635,0.365,0.365,0.24442857142857144,False,Ambra1,21
Endothelial Cells,-0.007671586,0.031103598,0.405,0.595,0.405,0.2645,False,Ambra1,21
Astrocytes,0.0026369758,0.016208462,0.585,0.415,0.415,0.28122222222222226,False,Ambra1,21
Microglia,-0.0020338895,0.018089445,0.446,0.554,0.446,0.2977,False,Ambra1,21
GABAergic Neurons,-0.0013360725,0.019213935,0.496,0.504,0.496,0.31572727272727275,False,Ambra1,21
Oligodendrocytes,-0.0001903353,0.010539703,0.504,0.496,0.496,0.33075000000000004,False,Ambra1,21
