group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.687761,0.03139878,0.0,1.0,0.0,0.0,True,Prl,21
Myocytes,-0.65176326,0.025240581,0.0,1.0,0.0,0.0,True,Prl,21
Medium Spiny Neurons,-0.015425437,0.012376198,0.097,0.903,0.097,0.03233333333333333,True,Prl,21
Endothelial Cells,-0.038948093,0.0312864,0.103,0.897,0.103,0.05,False,Prl,21
Oligodendrocyte Precursor Cells,0.008107794,0.0115437,0.756,0.244,0.244,0.0888,False,Prl,21
Astrocytes,-0.009401123,0.015963288,0.281,0.719,0.281,0.12083333333333335,False,Prl,21
Oligodendrocytes,-0.0061089685,0.010700823,0.3,0.7,0.3,0.14642857142857144,False,Prl,21
Neural Stem Cells,-0.0074664946,0.018353205,0.329,0.671,0.329,0.16925,False,Prl,21
Excitatory Neurons,0.0037919816,0.012286511,0.616,0.384,0.384,0.19311111111111112,False,Prl,21
Microglia,-0.004836698,0.017932158,0.386,0.614,0.386,0.2124,False,Prl,21
Neurons,0.0027786815,0.0142035615,0.592,0.408,0.408,0.23018181818181818,False,Prl,21
GABAergic Neurons,-0.003252451,0.018904055,0.447,0.553,0.447,0.24825,False,Prl,21
