group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Microglia,-0.031570215,0.020878188,0.067,0.933,0.067,0.067,False,Siglech,21
Medium Spiny Neurons,-0.013848973,0.012341414,0.126,0.874,0.126,0.0965,False,Siglech,21
Oligodendrocyte Precursor Cells,0.011077947,0.01157539,0.828,0.172,0.172,0.12166666666666666,False,Siglech,21
Neurons,0.008920714,0.014190972,0.732,0.268,0.268,0.15825,False,Siglech,21
Neural Stem Cells,0.008687027,0.018307254,0.68,0.32,0.32,0.19060000000000002,False,Siglech,21
Excitatory Neurons,0.004528697,0.012300885,0.64,0.36,0.36,0.21883333333333335,False,Siglech,21
Endothelial Cells,-0.009257484,0.03121955,0.392,0.608,0.392,0.24357142857142858,False,Siglech,21
Myocytes,0.0061579593,0.02466547,0.596,0.404,0.404,0.263625,False,Siglech,21
Endocrine Cells,0.006065996,0.031065566,0.585,0.415,0.415,0.28044444444444444,False,Siglech,21
Astrocytes,0.0021643084,0.016025763,0.572,0.428,0.428,0.2952,False,Siglech,21
Oligodendrocytes,-0.002570238,0.010681265,0.429,0.571,0.429,0.30736363636363634,False,Siglech,21
GABAergic Neurons,-0.0021976323,0.018931627,0.476,0.524,0.476,0.32141666666666663,False,Siglech,21
