group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013638271,0.012369558,0.128,0.872,0.128,0.128,False,Apcs,21
Oligodendrocyte Precursor Cells,0.012308382,0.011528798,0.852,0.148,0.148,0.138,False,Apcs,21
Neurons,0.00900708,0.014208481,0.735,0.265,0.265,0.18033333333333335,False,Apcs,21
Neural Stem Cells,0.008688239,0.01837147,0.68,0.32,0.32,0.21525,False,Apcs,21
Excitatory Neurons,0.004551091,0.012282063,0.642,0.358,0.358,0.24379999999999996,False,Apcs,21
Myocytes,0.009032272,0.024660788,0.638,0.362,0.362,0.2635,False,Apcs,21
Endocrine Cells,0.0072843167,0.031061027,0.6,0.4,0.4,0.283,False,Apcs,21
Endothelial Cells,-0.008064471,0.031281386,0.401,0.599,0.401,0.29774999999999996,False,Apcs,21
Astrocytes,0.0023196754,0.015977843,0.577,0.423,0.423,0.31166666666666665,False,Apcs,21
Microglia,-0.002527028,0.017939173,0.433,0.567,0.433,0.3238,False,Apcs,21
Oligodendrocytes,-0.001755625,0.010718183,0.451,0.549,0.451,0.3353636363636363,False,Apcs,21
GABAergic Neurons,-0.0022959393,0.018899856,0.473,0.527,0.473,0.3468333333333333,False,Apcs,21
