group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014697343,0.012155133,0.105,0.895,0.105,0.105,False,Appbp2,21
Oligodendrocyte Precursor Cells,0.009607702,0.011818392,0.788,0.212,0.212,0.1585,False,Appbp2,21
Neurons,0.009984425,0.013816248,0.765,0.235,0.235,0.18400000000000002,False,Appbp2,21
Myocytes,0.010790013,0.024764374,0.668,0.332,0.332,0.22100000000000003,False,Appbp2,21
Neural Stem Cells,0.0059264097,0.017967507,0.634,0.366,0.366,0.25,False,Appbp2,21
Oligodendrocytes,-0.004239856,0.010338616,0.369,0.631,0.369,0.2698333333333333,False,Appbp2,21
Endothelial Cells,-0.00909932,0.031083725,0.393,0.607,0.393,0.2874285714285714,False,Appbp2,21
Excitatory Neurons,0.0026576528,0.012601632,0.582,0.418,0.418,0.30375,False,Appbp2,21
GABAergic Neurons,-0.004093591,0.01948371,0.429,0.571,0.429,0.31766666666666665,False,Appbp2,21
Astrocytes,0.0014458288,0.016194696,0.556,0.444,0.444,0.3303,False,Appbp2,21
Endocrine Cells,-0.004044563,0.031257365,0.453,0.547,0.453,0.34145454545454546,False,Appbp2,21
Microglia,-0.001129914,0.018100087,0.466,0.534,0.466,0.3518333333333333,False,Appbp2,21
