group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.012805034,0.012158113,0.142,0.858,0.142,0.142,False,Arid1a,21
Oligodendrocyte Precursor Cells,0.0124015985,0.011751657,0.851,0.149,0.149,0.1455,False,Arid1a,21
Myocytes,0.021062473,0.024788294,0.792,0.208,0.208,0.16633333333333333,False,Arid1a,21
Neurons,0.010409998,0.014048967,0.77,0.23,0.23,0.18225,False,Arid1a,21
Excitatory Neurons,0.004641024,0.01242667,0.643,0.357,0.357,0.21719999999999998,False,Arid1a,21
Neural Stem Cells,0.0062719425,0.01789217,0.639,0.361,0.361,0.24116666666666664,False,Arid1a,21
Astrocytes,0.0033488208,0.01624524,0.603,0.397,0.397,0.2634285714285714,False,Arid1a,21
Endothelial Cells,-0.0072294553,0.031068878,0.409,0.591,0.409,0.28162499999999996,False,Arid1a,21
Endocrine Cells,0.005264703,0.03128896,0.569,0.431,0.431,0.29822222222222217,False,Arid1a,21
Microglia,-0.00069131906,0.018172642,0.473,0.527,0.473,0.3157,False,Arid1a,21
GABAergic Neurons,-0.0020785606,0.019154487,0.479,0.521,0.479,0.33054545454545453,False,Arid1a,21
Oligodendrocytes,3.6605652e-05,0.010569684,0.512,0.488,0.488,0.3436666666666666,False,Arid1a,21
