group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.062864035,0.025000177,0.994,0.006,0.006,0.006,True,Atg13,21
Medium Spiny Neurons,-0.016185945,0.011982098,0.08,0.92,0.08,0.043000000000000003,True,Atg13,21
Oligodendrocyte Precursor Cells,0.013936164,0.011837872,0.884,0.116,0.116,0.06733333333333334,False,Atg13,21
Neurons,0.008817522,0.01380077,0.737,0.263,0.263,0.11625,False,Atg13,21
Endocrine Cells,-0.019138787,0.03132541,0.275,0.725,0.275,0.148,False,Atg13,21
Excitatory Neurons,0.0037341563,0.012696286,0.608,0.392,0.392,0.18866666666666668,False,Atg13,21
Endothelial Cells,-0.008033287,0.031039894,0.401,0.599,0.401,0.21900000000000003,False,Atg13,21
Neural Stem Cells,0.0043741,0.01799891,0.599,0.401,0.401,0.24175000000000002,False,Atg13,21
Astrocytes,0.0020845842,0.01622713,0.57,0.43,0.43,0.2626666666666667,False,Atg13,21
Microglia,-0.0015222812,0.01808992,0.457,0.543,0.457,0.2821,False,Atg13,21
GABAergic Neurons,-0.0025903995,0.019555837,0.47,0.53,0.47,0.2991818181818182,False,Atg13,21
Oligodendrocytes,-9.420662e-05,0.010424867,0.507,0.493,0.493,0.31533333333333335,False,Atg13,21
