group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.016573131,0.011863172,0.921,0.079,0.079,0.079,False,Ank,21
Medium Spiny Neurons,-0.009490652,0.011930706,0.215,0.785,0.215,0.147,False,Ank,21
Neurons,0.010375127,0.013824413,0.77,0.23,0.23,0.17466666666666666,False,Ank,21
Endocrine Cells,0.020112712,0.03149232,0.744,0.256,0.256,0.195,False,Ank,21
Excitatory Neurons,0.007374623,0.012875414,0.72,0.28,0.28,0.21200000000000002,False,Ank,21
Oligodendrocytes,-0.005482955,0.010081549,0.307,0.693,0.307,0.22783333333333333,False,Ank,21
Neural Stem Cells,0.008840049,0.017895628,0.69,0.31,0.31,0.23957142857142857,False,Ank,21
Microglia,0.007658519,0.018287947,0.661,0.339,0.339,0.252,False,Ank,21
Myocytes,-0.008259613,0.025009898,0.362,0.638,0.362,0.26422222222222225,False,Ank,21
Endothelial Cells,-0.008190903,0.030960402,0.4,0.6,0.4,0.2778,False,Ank,21
Astrocytes,0.0028676009,0.016551625,0.59,0.41,0.41,0.2898181818181818,False,Ank,21
GABAergic Neurons,0.0031284646,0.019683918,0.574,0.426,0.426,0.3011666666666667,False,Ank,21
