group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.04073945,0.024867054,0.052,0.948,0.052,0.052,False,Adipor1,21
Medium Spiny Neurons,-0.013601116,0.012199302,0.127,0.873,0.127,0.0895,False,Adipor1,21
Oligodendrocyte Precursor Cells,0.0127836345,0.0117177265,0.862,0.138,0.138,0.10566666666666667,False,Adipor1,21
Endocrine Cells,0.01854795,0.031349782,0.732,0.268,0.268,0.14625,False,Adipor1,21
Neurons,0.00880487,0.014059403,0.732,0.268,0.268,0.1706,False,Adipor1,21
Microglia,-0.0065517696,0.018095987,0.359,0.641,0.359,0.20199999999999999,False,Adipor1,21
Excitatory Neurons,0.0041570766,0.012426083,0.628,0.372,0.372,0.22628571428571428,False,Adipor1,21
Endothelial Cells,-0.008812218,0.03087153,0.395,0.605,0.395,0.247375,False,Adipor1,21
Neural Stem Cells,0.0043950877,0.01808284,0.599,0.401,0.401,0.2644444444444444,False,Adipor1,21
Astrocytes,0.0030180025,0.016225643,0.597,0.403,0.403,0.2783,False,Adipor1,21
Oligodendrocytes,-0.0010607286,0.010436098,0.473,0.527,0.473,0.296,False,Adipor1,21
GABAergic Neurons,-0.0016925738,0.019131001,0.488,0.512,0.488,0.312,False,Adipor1,21
