group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.06709839,0.010301104,0.0,1.0,0.0,0.0,True,Qdpr,21
Myocytes,0.053540956,0.025210226,0.987,0.013,0.013,0.0065,True,Qdpr,21
Microglia,-0.019114466,0.018237257,0.15,0.85,0.15,0.05433333333333334,False,Qdpr,21
Astrocytes,-0.011254099,0.016581753,0.251,0.749,0.251,0.10350000000000001,False,Qdpr,21
Endothelial Cells,-0.018123368,0.030743504,0.279,0.721,0.279,0.1386,False,Qdpr,21
Medium Spiny Neurons,-0.006381426,0.012049624,0.31,0.69,0.31,0.16716666666666669,False,Qdpr,21
GABAergic Neurons,-0.009273758,0.019658035,0.332,0.668,0.332,0.19071428571428575,False,Qdpr,21
Excitatory Neurons,-0.0053601246,0.012667546,0.336,0.664,0.336,0.20887500000000003,False,Qdpr,21
Oligodendrocyte Precursor Cells,0.0037416823,0.011921403,0.631,0.369,0.369,0.22666666666666668,False,Qdpr,21
Endocrine Cells,-0.010161856,0.03136372,0.383,0.617,0.383,0.24230000000000002,False,Qdpr,21
Neural Stem Cells,-0.0038882869,0.017425913,0.405,0.595,0.405,0.2570909090909091,False,Qdpr,21
Neurons,-0.00046240012,0.013617558,0.493,0.507,0.493,0.27675,False,Qdpr,21
