group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.01401177,0.011617951,0.888,0.112,0.112,0.112,False,Adamts6,21
Medium Spiny Neurons,-0.014232032,0.012355597,0.12,0.88,0.12,0.11599999999999999,False,Adamts6,21
Neurons,0.009275764,0.014186769,0.741,0.259,0.259,0.16366666666666665,False,Adamts6,21
Neural Stem Cells,0.010210499,0.018306067,0.707,0.293,0.293,0.196,False,Adamts6,21
Myocytes,0.010510947,0.02468036,0.661,0.339,0.339,0.2246,False,Adamts6,21
Endocrine Cells,0.012143119,0.03113395,0.657,0.343,0.343,0.24433333333333332,False,Adamts6,21
Excitatory Neurons,0.00461093,0.012289321,0.645,0.355,0.355,0.2601428571428571,False,Adamts6,21
Endothelial Cells,-0.008313244,0.031269215,0.399,0.601,0.399,0.27749999999999997,False,Adamts6,21
Microglia,-0.0034250582,0.017945834,0.42,0.58,0.42,0.2933333333333333,False,Adamts6,21
Astrocytes,0.0023259264,0.016020035,0.577,0.423,0.423,0.30629999999999996,False,Adamts6,21
Oligodendrocytes,-0.0016335333,0.01068983,0.455,0.545,0.455,0.3198181818181818,False,Adamts6,21
GABAergic Neurons,-0.0022317974,0.018929709,0.476,0.524,0.476,0.3328333333333333,False,Adamts6,21
