group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.03680136,0.011395011,0.0,1.0,0.0,0.0,True,Aldoc,21
Myocytes,0.19474187,0.025317548,1.0,0.0,0.0,0.0,True,Aldoc,21
Neural Stem Cells,0.10773187,0.015111975,1.0,0.0,0.0,0.0,True,Aldoc,21
Endocrine Cells,0.06787011,0.031716324,0.983,0.017,0.017,0.00425,True,Aldoc,21
Oligodendrocyte Precursor Cells,0.013757302,0.011966396,0.877,0.123,0.123,0.028000000000000004,True,Aldoc,21
Microglia,-0.018141728,0.019184867,0.181,0.819,0.181,0.0535,False,Aldoc,21
Excitatory Neurons,-0.009224893,0.013184282,0.251,0.749,0.251,0.08171428571428573,False,Aldoc,21
Neurons,-0.007135843,0.012944408,0.28,0.72,0.28,0.10650000000000001,False,Aldoc,21
Astrocytes,0.008094739,0.01912974,0.678,0.322,0.322,0.13044444444444447,False,Aldoc,21
GABAergic Neurons,-0.007077887,0.020276066,0.376,0.624,0.376,0.15500000000000003,False,Aldoc,21
Oligodendrocytes,-0.0034899302,0.0092207035,0.379,0.621,0.379,0.1753636363636364,False,Aldoc,21
Endothelial Cells,-0.0023159639,0.029015902,0.47,0.53,0.47,0.19991666666666666,False,Aldoc,21
