group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01364643,0.012256285,0.127,0.873,0.127,0.127,False,Ankrd11,21
Oligodendrocyte Precursor Cells,0.011670694,0.011771583,0.833,0.167,0.167,0.14700000000000002,False,Ankrd11,21
Myocytes,0.019527871,0.024766384,0.775,0.225,0.225,0.17300000000000001,False,Ankrd11,21
Neurons,0.008542454,0.014097785,0.728,0.272,0.272,0.19775,False,Ankrd11,21
Neural Stem Cells,0.008692361,0.018193863,0.681,0.319,0.319,0.22200000000000003,False,Ankrd11,21
Endocrine Cells,0.012246836,0.031229284,0.657,0.343,0.343,0.24216666666666667,False,Ankrd11,21
Excitatory Neurons,0.0038769287,0.01239826,0.618,0.382,0.382,0.2621428571428571,False,Ankrd11,21
Endothelial Cells,-0.008124317,0.031174663,0.4,0.6,0.4,0.279375,False,Ankrd11,21
Astrocytes,0.0014818013,0.016091323,0.556,0.444,0.444,0.29766666666666663,False,Ankrd11,21
Oligodendrocytes,-0.0019497552,0.010621655,0.446,0.554,0.446,0.3125,False,Ankrd11,21
Microglia,-0.00093602797,0.018039554,0.468,0.532,0.468,0.3266363636363636,False,Ankrd11,21
GABAergic Neurons,-0.001218766,0.019068543,0.496,0.504,0.496,0.34075000000000005,False,Ankrd11,21
