group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.06932542,0.024813382,0.0,1.0,0.0,0.0,True,Cav1,21
Oligodendrocyte Precursor Cells,0.013917163,0.01180854,0.884,0.116,0.116,0.058,False,Cav1,21
Medium Spiny Neurons,-0.0138868615,0.0123559395,0.126,0.874,0.126,0.08066666666666666,False,Cav1,21
Neurons,0.00914921,0.014200208,0.738,0.262,0.262,0.126,False,Cav1,21
Endocrine Cells,0.015745101,0.031122573,0.702,0.298,0.298,0.16040000000000001,False,Cav1,21
Neural Stem Cells,0.009255303,0.018335786,0.693,0.307,0.307,0.18483333333333332,False,Cav1,21
Endothelial Cells,-0.014401797,0.030867336,0.318,0.682,0.318,0.20385714285714288,False,Cav1,21
Excitatory Neurons,0.0045273546,0.012290836,0.641,0.359,0.359,0.22325,False,Cav1,21
Astrocytes,0.0024813772,0.016024847,0.582,0.418,0.418,0.2448888888888889,False,Cav1,21
Microglia,-0.0030327612,0.017947007,0.424,0.576,0.424,0.26280000000000003,False,Cav1,21
Oligodendrocytes,-0.0021180771,0.010702332,0.44,0.56,0.44,0.27890909090909094,False,Cav1,21
GABAergic Neurons,-0.0022859918,0.018910283,0.473,0.527,0.473,0.2950833333333333,False,Cav1,21
