group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0136856465,0.01236933,0.128,0.872,0.128,0.128,False,Amhr2,21
Oligodendrocyte Precursor Cells,0.012298537,0.0115293665,0.852,0.148,0.148,0.138,False,Amhr2,21
Neurons,0.008949068,0.014208117,0.733,0.267,0.267,0.18100000000000002,False,Amhr2,21
Neural Stem Cells,0.008507401,0.018371118,0.678,0.322,0.322,0.21625,False,Amhr2,21
Excitatory Neurons,0.004642722,0.012283703,0.647,0.353,0.353,0.24359999999999998,False,Amhr2,21
Myocytes,0.00883248,0.024660788,0.634,0.366,0.366,0.264,False,Amhr2,21
Endocrine Cells,0.007269911,0.031061146,0.6,0.4,0.4,0.2834285714285714,False,Amhr2,21
Endothelial Cells,-0.008066775,0.031281028,0.401,0.599,0.401,0.298125,False,Amhr2,21
Astrocytes,0.002376486,0.015980944,0.58,0.42,0.42,0.31166666666666665,False,Amhr2,21
Microglia,-0.002517649,0.017939875,0.434,0.566,0.434,0.32389999999999997,False,Amhr2,21
Oligodendrocytes,-0.0017205288,0.010717603,0.452,0.548,0.452,0.33554545454545454,False,Amhr2,21
GABAergic Neurons,-0.002214039,0.018901417,0.476,0.524,0.476,0.34725,False,Amhr2,21
