group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.04930382,0.02502888,0.975,0.025,0.025,0.025,True,Ankle2,21
Medium Spiny Neurons,-0.0127070965,0.012124242,0.143,0.857,0.143,0.08399999999999999,False,Ankle2,21
Oligodendrocyte Precursor Cells,0.012208639,0.011807975,0.845,0.155,0.155,0.10766666666666665,False,Ankle2,21
Neurons,0.010367017,0.014008666,0.77,0.23,0.23,0.13824999999999998,False,Ankle2,21
Endocrine Cells,0.01604336,0.0314943,0.703,0.297,0.297,0.16999999999999998,False,Ankle2,21
Excitatory Neurons,0.0042639337,0.012481022,0.631,0.369,0.369,0.20316666666666663,False,Ankle2,21
Neural Stem Cells,0.004810316,0.017927632,0.611,0.389,0.389,0.2297142857142857,False,Ankle2,21
Endothelial Cells,-0.008703149,0.031049248,0.395,0.605,0.395,0.250375,False,Ankle2,21
Astrocytes,0.0016664771,0.016326036,0.557,0.443,0.443,0.2717777777777778,False,Ankle2,21
GABAergic Neurons,-0.0023947333,0.019199196,0.472,0.528,0.472,0.2918,False,Ankle2,21
Oligodendrocytes,-0.0009906488,0.010542368,0.474,0.526,0.474,0.3083636363636364,False,Ankle2,21
Microglia,-0.00015697068,0.018230008,0.486,0.514,0.486,0.32316666666666666,False,Ankle2,21
