group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013535227,0.011612014,0.88,0.12,0.12,0.12,False,9630013A20Rik,21
Medium Spiny Neurons,-0.013819048,0.012367846,0.127,0.873,0.127,0.1235,False,9630013A20Rik,21
Neurons,0.008661921,0.014205008,0.728,0.272,0.272,0.17300000000000001,False,9630013A20Rik,21
Neural Stem Cells,0.0080547165,0.018350223,0.665,0.335,0.335,0.21350000000000002,False,9630013A20Rik,21
Myocytes,0.009819701,0.024658313,0.652,0.348,0.348,0.2404,False,9630013A20Rik,21
Excitatory Neurons,0.004370275,0.012284757,0.639,0.361,0.361,0.2605,False,9630013A20Rik,21
Endocrine Cells,0.0072227316,0.031062428,0.599,0.401,0.401,0.2805714285714286,False,9630013A20Rik,21
Endothelial Cells,-0.007964001,0.03127459,0.401,0.599,0.401,0.295625,False,9630013A20Rik,21
Astrocytes,0.0019702225,0.015986444,0.567,0.433,0.433,0.3108888888888889,False,9630013A20Rik,21
Oligodendrocytes,-0.0023980811,0.010638094,0.433,0.567,0.433,0.3231,False,9630013A20Rik,21
Microglia,-0.0023837485,0.01795016,0.434,0.566,0.434,0.3331818181818182,False,9630013A20Rik,21
GABAergic Neurons,-0.0022638452,0.018905254,0.475,0.525,0.475,0.345,False,9630013A20Rik,21
