group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013641424,0.012369557,0.128,0.872,0.128,0.128,False,Adamdec1,21
Oligodendrocyte Precursor Cells,0.012334623,0.01152925,0.853,0.147,0.147,0.1375,False,Adamdec1,21
Endocrine Cells,0.021901768,0.031163562,0.763,0.237,0.237,0.17066666666666666,False,Adamdec1,21
Neurons,0.008955313,0.014208838,0.733,0.267,0.267,0.19475,False,Adamdec1,21
Neural Stem Cells,0.008789587,0.018370394,0.681,0.319,0.319,0.21960000000000002,False,Adamdec1,21
Excitatory Neurons,0.004554923,0.012282297,0.642,0.358,0.358,0.24266666666666667,False,Adamdec1,21
Myocytes,0.008964763,0.024660662,0.637,0.363,0.363,0.25985714285714284,False,Adamdec1,21
Endothelial Cells,-0.00805317,0.031281386,0.401,0.599,0.401,0.27749999999999997,False,Adamdec1,21
Astrocytes,0.0023267788,0.015977962,0.577,0.423,0.423,0.29366666666666663,False,Adamdec1,21
Microglia,-0.0025837852,0.017938705,0.432,0.568,0.432,0.3075,False,Adamdec1,21
Oligodendrocytes,-0.0017479161,0.010718183,0.452,0.548,0.452,0.3206363636363636,False,Adamdec1,21
GABAergic Neurons,-0.0022706408,0.01889998,0.474,0.526,0.474,0.33341666666666664,False,Adamdec1,21
