group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.035643198,0.024927752,0.077,0.923,0.077,0.077,False,Acox1,21
Medium Spiny Neurons,-0.013187063,0.011859398,0.128,0.872,0.128,0.10250000000000001,False,Acox1,21
Oligodendrocyte Precursor Cells,0.011661766,0.011938857,0.832,0.168,0.168,0.12433333333333334,False,Acox1,21
Neurons,0.008832922,0.0136288395,0.74,0.26,0.26,0.15825,False,Acox1,21
Neural Stem Cells,0.010903585,0.017382538,0.731,0.269,0.269,0.1804,False,Acox1,21
Excitatory Neurons,0.0039412314,0.012755302,0.616,0.384,0.384,0.21433333333333335,False,Acox1,21
Endocrine Cells,-0.008949257,0.03142755,0.399,0.601,0.399,0.24071428571428571,False,Acox1,21
Endothelial Cells,-0.0077276863,0.030627267,0.402,0.598,0.402,0.260875,False,Acox1,21
Microglia,-0.004012434,0.018225916,0.408,0.592,0.408,0.27722222222222226,False,Acox1,21
GABAergic Neurons,0.00064720673,0.019715559,0.53,0.47,0.47,0.2965,False,Acox1,21
Astrocytes,9.608841e-06,0.01677041,0.519,0.481,0.481,0.31327272727272726,False,Acox1,21
Oligodendrocytes,-8.4532505e-05,0.010197815,0.508,0.492,0.492,0.32816666666666666,False,Acox1,21
