group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.08083957,0.024941238,0.999,0.001,0.001,0.001,True,Akt3,21
Medium Spiny Neurons,-0.014994013,0.0122950785,0.105,0.895,0.105,0.053,False,Akt3,21
Oligodendrocyte Precursor Cells,0.01198098,0.011632281,0.845,0.155,0.155,0.08700000000000001,False,Akt3,21
Neurons,0.008554573,0.014145154,0.728,0.272,0.272,0.13325,False,Akt3,21
Excitatory Neurons,0.004779962,0.012370796,0.65,0.35,0.35,0.1766,False,Akt3,21
Neural Stem Cells,0.006291708,0.018255094,0.638,0.362,0.362,0.20750000000000002,False,Akt3,21
Endothelial Cells,-0.00754656,0.031197224,0.407,0.593,0.407,0.23600000000000002,False,Akt3,21
Astrocytes,0.0025084536,0.016063478,0.582,0.418,0.418,0.25875000000000004,False,Akt3,21
Endocrine Cells,0.005743985,0.031088658,0.577,0.423,0.423,0.277,False,Akt3,21
Microglia,-0.0026300838,0.017990947,0.431,0.569,0.431,0.29240000000000005,False,Akt3,21
Oligodendrocytes,-0.0017233937,0.010680223,0.452,0.548,0.452,0.30690909090909096,False,Akt3,21
GABAergic Neurons,-0.0021767914,0.019000325,0.476,0.524,0.476,0.321,False,Akt3,21
