group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013980931,0.012337404,0.125,0.875,0.125,0.125,False,Apln,21
Oligodendrocyte Precursor Cells,0.012424056,0.011600705,0.854,0.146,0.146,0.1355,False,Apln,21
Neurons,0.007224778,0.014177416,0.698,0.302,0.302,0.19099999999999998,False,Apln,21
Neural Stem Cells,0.0066781812,0.01832218,0.642,0.358,0.358,0.23274999999999998,False,Apln,21
Myocytes,0.007678965,0.024664188,0.621,0.379,0.379,0.262,False,Apln,21
Excitatory Neurons,0.003837733,0.012321233,0.617,0.383,0.383,0.2821666666666667,False,Apln,21
Endothelial Cells,-0.008661132,0.03119068,0.395,0.605,0.395,0.2982857142857143,False,Apln,21
Microglia,-0.004328006,0.017963478,0.399,0.601,0.399,0.310875,False,Apln,21
Oligodendrocytes,-0.0030564037,0.010589826,0.41,0.59,0.41,0.3218888888888889,False,Apln,21
GABAergic Neurons,-0.00313476,0.01894218,0.448,0.552,0.448,0.3345,False,Apln,21
Endocrine Cells,0.0034745468,0.031084023,0.545,0.455,0.455,0.34545454545454546,False,Apln,21
Astrocytes,0.00062101294,0.016225182,0.54,0.46,0.46,0.35500000000000004,False,Apln,21
