group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.012562892,0.011608543,0.857,0.143,0.143,0.143,False,Arl13b,21
Medium Spiny Neurons,-0.012802142,0.012321043,0.144,0.856,0.144,0.1435,False,Arl13b,21
Neurons,0.009694107,0.014168064,0.757,0.243,0.243,0.17666666666666667,False,Arl13b,21
Excitatory Neurons,0.0047717267,0.012327189,0.651,0.349,0.349,0.21975,False,Arl13b,21
Endocrine Cells,0.011308962,0.031185966,0.649,0.351,0.351,0.246,False,Arl13b,21
Neural Stem Cells,0.00674269,0.018212723,0.645,0.355,0.355,0.26416666666666666,False,Arl13b,21
Endothelial Cells,-0.007721202,0.031216389,0.404,0.596,0.404,0.28414285714285714,False,Arl13b,21
Astrocytes,0.0026903753,0.016077003,0.588,0.412,0.412,0.300125,False,Arl13b,21
Myocytes,0.004823958,0.024682933,0.581,0.419,0.419,0.3133333333333333,False,Arl13b,21
Microglia,-0.0023717296,0.0179643,0.434,0.566,0.434,0.3254,False,Arl13b,21
Oligodendrocytes,-0.0015521595,0.010651867,0.457,0.543,0.457,0.33736363636363637,False,Arl13b,21
GABAergic Neurons,-0.0017778107,0.018969515,0.485,0.515,0.485,0.3496666666666666,False,Arl13b,21
