group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.019753374,0.011516625,0.032,0.968,0.032,0.032,True,Atp6v0a1,21
Endocrine Cells,0.046132196,0.03162567,0.93,0.07,0.07,0.051000000000000004,False,Atp6v0a1,21
Oligodendrocyte Precursor Cells,0.012530102,0.011918708,0.849,0.151,0.151,0.08433333333333333,False,Atp6v0a1,21
Neural Stem Cells,0.011187601,0.017849058,0.731,0.269,0.269,0.1305,False,Atp6v0a1,21
Neurons,0.006755353,0.013270474,0.698,0.302,0.302,0.1648,False,Atp6v0a1,21
Excitatory Neurons,0.0062790816,0.013282038,0.676,0.324,0.324,0.19133333333333336,False,Atp6v0a1,21
Endothelial Cells,-0.010923021,0.030851664,0.362,0.638,0.362,0.21571428571428575,False,Atp6v0a1,21
Astrocytes,0.0007931783,0.016472345,0.543,0.457,0.457,0.24587500000000004,False,Atp6v0a1,21
Microglia,-0.0013607114,0.018337607,0.462,0.538,0.462,0.2698888888888889,False,Atp6v0a1,21
GABAergic Neurons,-0.0024622546,0.020352807,0.473,0.527,0.473,0.2902,False,Atp6v0a1,21
Myocytes,-0.0022536435,0.024876554,0.476,0.524,0.476,0.3070909090909091,False,Atp6v0a1,21
Oligodendrocytes,-8.9306384e-05,0.010299017,0.507,0.493,0.493,0.32258333333333333,False,Atp6v0a1,21
