group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.079457946,0.03177317,0.991,0.009,0.009,0.009,True,Xist,21
Medium Spiny Neurons,-0.02810421,0.012298734,0.01,0.99,0.01,0.0095,True,Xist,21
Oligodendrocytes,-0.011765478,0.0106056845,0.126,0.874,0.126,0.04833333333333333,True,Xist,21
Astrocytes,-0.014404577,0.016120099,0.184,0.816,0.184,0.08224999999999999,False,Xist,21
GABAergic Neurons,-0.013671854,0.01905332,0.229,0.771,0.229,0.11159999999999999,False,Xist,21
Endothelial Cells,-0.018967077,0.03119606,0.268,0.732,0.268,0.13766666666666666,False,Xist,21
Microglia,-0.010314904,0.017970964,0.288,0.712,0.288,0.1591428571428571,False,Xist,21
Excitatory Neurons,-0.0052316566,0.012392422,0.336,0.664,0.336,0.18125,False,Xist,21
Myocytes,-0.010237568,0.024744947,0.337,0.663,0.337,0.19855555555555554,False,Xist,21
Neural Stem Cells,-0.005252344,0.017723322,0.374,0.626,0.374,0.21610000000000001,False,Xist,21
Oligodendrocyte Precursor Cells,-0.002598362,0.011787264,0.405,0.595,0.405,0.23327272727272727,False,Xist,21
Neurons,0.0014814464,0.014109413,0.56,0.44,0.44,0.2505,False,Xist,21
