group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.044149034,0.0249335,0.965,0.035,0.035,0.035,True,Ap1g1,21
Oligodendrocyte Precursor Cells,0.01540136,0.011804286,0.903,0.097,0.097,0.066,False,Ap1g1,21
Medium Spiny Neurons,-0.014603351,0.01211131,0.105,0.895,0.105,0.079,False,Ap1g1,21
Neurons,0.010196565,0.013903219,0.769,0.231,0.231,0.11699999999999999,False,Ap1g1,21
Endocrine Cells,-0.009479596,0.031433016,0.39,0.61,0.39,0.1716,False,Ap1g1,21
Endothelial Cells,-0.009366031,0.031033466,0.39,0.61,0.39,0.208,False,Ap1g1,21
Astrocytes,0.0029469994,0.016211435,0.596,0.404,0.404,0.23600000000000002,False,Ap1g1,21
Excitatory Neurons,0.002664939,0.012574753,0.583,0.417,0.417,0.258625,False,Ap1g1,21
GABAergic Neurons,-0.0037637618,0.019341819,0.436,0.564,0.436,0.2783333333333333,False,Ap1g1,21
Neural Stem Cells,0.0017542692,0.017957244,0.538,0.462,0.462,0.2967,False,Ap1g1,21
Microglia,-0.0011569397,0.018153718,0.466,0.534,0.466,0.31209090909090914,False,Ap1g1,21
Oligodendrocytes,-0.00033438258,0.010508336,0.496,0.504,0.496,0.3274166666666667,False,Ap1g1,21
