group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.026628278,0.009082294,0.002,0.998,0.002,0.002,True,Aspa,21
Medium Spiny Neurons,-0.013378868,0.012363384,0.135,0.865,0.135,0.0685,False,Aspa,21
Oligodendrocyte Precursor Cells,0.011500288,0.011555683,0.833,0.167,0.167,0.10133333333333334,False,Aspa,21
Neurons,0.009296646,0.014194446,0.742,0.258,0.258,0.1405,False,Aspa,21
Neural Stem Cells,0.008453397,0.01828637,0.678,0.322,0.322,0.1768,False,Aspa,21
Excitatory Neurons,0.004668282,0.012287682,0.649,0.351,0.351,0.20583333333333334,False,Aspa,21
Endothelial Cells,-0.008493747,0.031225853,0.398,0.602,0.398,0.2332857142857143,False,Aspa,21
Endocrine Cells,0.0071263835,0.031082395,0.598,0.402,0.402,0.254375,False,Aspa,21
Microglia,-0.0028096915,0.017954722,0.429,0.571,0.429,0.2737777777777778,False,Aspa,21
Myocytes,0.00364729,0.02470637,0.562,0.438,0.438,0.2902,False,Aspa,21
Astrocytes,0.0016109721,0.016054535,0.557,0.443,0.443,0.30409090909090913,False,Aspa,21
GABAergic Neurons,-0.002029453,0.01891197,0.479,0.521,0.479,0.3186666666666667,False,Aspa,21
