group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.011387541,0.011936958,0.828,0.172,0.172,0.172,False,Adcyap1r1,21
Neurons,0.012382737,0.0138935065,0.811,0.189,0.189,0.1805,False,Adcyap1r1,21
Medium Spiny Neurons,-0.008716002,0.01223581,0.246,0.754,0.246,0.20233333333333334,False,Adcyap1r1,21
Neural Stem Cells,-0.010441263,0.018139426,0.276,0.724,0.276,0.22075,False,Adcyap1r1,21
Excitatory Neurons,0.0059718913,0.012422227,0.68,0.32,0.32,0.2406,False,Adcyap1r1,21
Astrocytes,0.004281148,0.016732382,0.628,0.372,0.372,0.2625,False,Adcyap1r1,21
Myocytes,0.006121799,0.024702502,0.596,0.404,0.404,0.28271428571428575,False,Adcyap1r1,21
Endothelial Cells,-0.0063951816,0.031064915,0.421,0.579,0.421,0.3,False,Adcyap1r1,21
GABAergic Neurons,0.0023723203,0.019421626,0.562,0.438,0.438,0.31533333333333335,False,Adcyap1r1,21
Endocrine Cells,0.003850405,0.03107799,0.548,0.452,0.452,0.329,False,Adcyap1r1,21
Oligodendrocytes,-0.00086042203,0.010619341,0.477,0.523,0.477,0.34245454545454546,False,Adcyap1r1,21
Microglia,0.00042857428,0.01806281,0.493,0.507,0.493,0.355,False,Adcyap1r1,21
