group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.0134475175,0.011704509,0.877,0.123,0.123,0.123,False,Agrn,21
Medium Spiny Neurons,-0.012237166,0.012293933,0.157,0.843,0.157,0.14,False,Agrn,21
Neurons,0.011059629,0.014104138,0.782,0.218,0.218,0.166,False,Agrn,21
Neural Stem Cells,0.013934047,0.018056337,0.77,0.23,0.23,0.182,False,Agrn,21
Myocytes,0.018973226,0.024728877,0.762,0.238,0.238,0.19319999999999998,False,Agrn,21
Excitatory Neurons,0.0059473733,0.012368577,0.68,0.32,0.32,0.21433333333333335,False,Agrn,21
Astrocytes,0.004193258,0.01611872,0.631,0.369,0.369,0.23642857142857143,False,Agrn,21
Endocrine Cells,0.008569917,0.031126404,0.616,0.384,0.384,0.254875,False,Agrn,21
Endothelial Cells,-0.006255109,0.031086195,0.425,0.575,0.425,0.2737777777777778,False,Agrn,21
Microglia,-0.0009880004,0.017976923,0.467,0.533,0.467,0.2931,False,Agrn,21
Oligodendrocytes,-0.000998035,0.010671423,0.474,0.526,0.474,0.30954545454545457,False,Agrn,21
GABAergic Neurons,-0.001447252,0.01902357,0.493,0.507,0.493,0.32483333333333336,False,Agrn,21
