group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013064465,0.011622986,0.872,0.128,0.128,0.128,False,Abitram,21
Medium Spiny Neurons,-0.012249846,0.012280776,0.155,0.845,0.155,0.14150000000000001,False,Abitram,21
Neurons,0.010014104,0.014139517,0.761,0.239,0.239,0.17400000000000002,False,Abitram,21
Neural Stem Cells,0.008393478,0.018271206,0.676,0.324,0.324,0.21150000000000002,False,Abitram,21
Excitatory Neurons,0.0050042626,0.0123613225,0.654,0.346,0.346,0.23840000000000003,False,Abitram,21
Myocytes,0.010100974,0.024678485,0.654,0.346,0.346,0.25633333333333336,False,Abitram,21
Endocrine Cells,0.007988832,0.031127093,0.609,0.391,0.391,0.27557142857142863,False,Abitram,21
Endothelial Cells,-0.008209302,0.031235324,0.4,0.6,0.4,0.291125,False,Abitram,21
Astrocytes,0.002773198,0.016047085,0.59,0.41,0.41,0.30433333333333334,False,Abitram,21
Microglia,-0.0017884182,0.017980779,0.453,0.547,0.453,0.31920000000000004,False,Abitram,21
Oligodendrocytes,-0.0008038679,0.010662283,0.48,0.52,0.48,0.33381818181818185,False,Abitram,21
GABAergic Neurons,-0.001176229,0.019010516,0.497,0.503,0.497,0.3474166666666667,False,Abitram,21
