group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013430184,0.012351706,0.132,0.868,0.132,0.132,False,Ap5z1,21
Oligodendrocyte Precursor Cells,0.012357584,0.011587152,0.852,0.148,0.148,0.14,False,Ap5z1,21
Neurons,0.0093540205,0.014188933,0.746,0.254,0.254,0.17800000000000002,False,Ap5z1,21
Neural Stem Cells,0.009904421,0.018322175,0.702,0.298,0.298,0.20800000000000002,False,Ap5z1,21
Myocytes,0.013094238,0.02468561,0.692,0.308,0.308,0.22800000000000004,False,Ap5z1,21
Excitatory Neurons,0.0049855397,0.012304978,0.654,0.346,0.346,0.2476666666666667,False,Ap5z1,21
Endothelial Cells,-0.007944999,0.031264078,0.401,0.599,0.401,0.26957142857142863,False,Ap5z1,21
Endocrine Cells,0.006143294,0.03107578,0.586,0.414,0.414,0.287625,False,Ap5z1,21
Astrocytes,0.002387922,0.016009368,0.58,0.42,0.42,0.30233333333333334,False,Ap5z1,21
Microglia,-0.0026109826,0.017956818,0.432,0.568,0.432,0.3153,False,Ap5z1,21
Oligodendrocytes,-0.0016545955,0.0106805675,0.453,0.547,0.453,0.3278181818181818,False,Ap5z1,21
GABAergic Neurons,-0.0017351522,0.0189345,0.485,0.515,0.485,0.3409166666666667,False,Ap5z1,21
