group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.02994868,0.009552736,0.0,1.0,0.0,0.0,True,Prr5l,21
Medium Spiny Neurons,-0.012354488,0.012355939,0.155,0.845,0.155,0.0775,False,Prr5l,21
Oligodendrocyte Precursor Cells,0.0112786675,0.011578533,0.832,0.168,0.168,0.10766666666666667,False,Prr5l,21
Myocytes,0.01912547,0.024746817,0.767,0.233,0.233,0.139,False,Prr5l,21
Neurons,0.008514008,0.014191447,0.727,0.273,0.273,0.1658,False,Prr5l,21
Endothelial Cells,-0.014056346,0.03101231,0.323,0.677,0.323,0.19200000000000003,False,Prr5l,21
Excitatory Neurons,0.0043185283,0.012290256,0.637,0.363,0.363,0.21642857142857144,False,Prr5l,21
Endocrine Cells,0.0061513423,0.03107974,0.586,0.414,0.414,0.241125,False,Prr5l,21
Microglia,-0.0027977386,0.017984051,0.429,0.571,0.429,0.262,False,Prr5l,21
Neural Stem Cells,0.0025231102,0.01826858,0.559,0.441,0.441,0.2799,False,Prr5l,21
GABAergic Neurons,-0.0022782164,0.018915085,0.473,0.527,0.473,0.2974545454545454,False,Prr5l,21
Astrocytes,-0.0012651138,0.016052471,0.485,0.515,0.485,0.3130833333333333,False,Prr5l,21
