group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014034523,0.012367846,0.125,0.875,0.125,0.125,False,Adra1b,21
Oligodendrocyte Precursor Cells,0.012718881,0.011570017,0.865,0.135,0.135,0.13,False,Adra1b,21
Neurons,0.009090502,0.014143839,0.738,0.262,0.262,0.17400000000000002,False,Adra1b,21
Neural Stem Cells,0.00865081,0.018362286,0.68,0.32,0.32,0.21050000000000002,False,Adra1b,21
Excitatory Neurons,0.005305786,0.012326489,0.659,0.341,0.341,0.2366,False,Adra1b,21
Myocytes,0.01009342,0.024672741,0.654,0.346,0.346,0.2548333333333333,False,Adra1b,21
Endocrine Cells,0.0073375446,0.031061267,0.601,0.399,0.399,0.2754285714285714,False,Adra1b,21
Endothelial Cells,-0.007938358,0.031264424,0.402,0.598,0.402,0.29125,False,Adra1b,21
Astrocytes,0.0019521595,0.016004557,0.566,0.434,0.434,0.3071111111111111,False,Adra1b,21
Microglia,-0.002466796,0.017951556,0.434,0.566,0.434,0.31980000000000003,False,Adra1b,21
Oligodendrocytes,-0.0012227817,0.010704526,0.469,0.531,0.469,0.33336363636363636,False,Adra1b,21
GABAergic Neurons,-0.0013714607,0.019000443,0.494,0.506,0.494,0.34675000000000006,False,Adra1b,21
