group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.046958663,0.024838341,0.97,0.03,0.03,0.03,True,Meis2,21
Neurons,0.020566529,0.014040452,0.935,0.065,0.065,0.0475,True,Meis2,21
Oligodendrocyte Precursor Cells,0.013667964,0.011739676,0.879,0.121,0.121,0.072,False,Meis2,21
Medium Spiny Neurons,-0.009534534,0.011287585,0.2,0.8,0.2,0.10400000000000001,False,Meis2,21
Neural Stem Cells,0.006323788,0.016824845,0.646,0.354,0.354,0.154,False,Meis2,21
GABAergic Neurons,0.0049217003,0.019791022,0.612,0.388,0.388,0.19299999999999998,False,Meis2,21
Endothelial Cells,-0.008150762,0.031198988,0.4,0.6,0.4,0.22257142857142856,False,Meis2,21
Microglia,-0.0040951134,0.01801152,0.405,0.595,0.405,0.24537499999999998,False,Meis2,21
Astrocytes,0.002932247,0.01625005,0.594,0.406,0.406,0.2632222222222222,False,Meis2,21
Excitatory Neurons,0.002952476,0.012486979,0.589,0.411,0.411,0.27799999999999997,False,Meis2,21
Oligodendrocytes,-0.0017042875,0.010621655,0.452,0.548,0.452,0.2938181818181818,False,Meis2,21
Endocrine Cells,0.0030198325,0.03114337,0.541,0.459,0.459,0.3075833333333333,False,Meis2,21
