group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.059880283,0.03151404,0.968,0.032,0.032,0.032,True,Bcam,21
Oligodendrocyte Precursor Cells,0.01260501,0.011588047,0.859,0.141,0.141,0.0865,False,Bcam,21
Medium Spiny Neurons,-0.012856496,0.012354228,0.144,0.856,0.144,0.10566666666666664,False,Bcam,21
Neurons,0.008950924,0.014177532,0.733,0.267,0.267,0.146,False,Bcam,21
Neural Stem Cells,0.009103373,0.018312149,0.691,0.309,0.309,0.1786,False,Bcam,21
Myocytes,-0.010192255,0.024690786,0.337,0.663,0.337,0.205,False,Bcam,21
Excitatory Neurons,0.004704997,0.012289548,0.65,0.35,0.35,0.22571428571428573,False,Bcam,21
Astrocytes,0.0028660146,0.016038027,0.594,0.406,0.406,0.24825000000000003,False,Bcam,21
Microglia,-0.0023969137,0.017951328,0.434,0.566,0.434,0.26888888888888896,False,Bcam,21
Oligodendrocytes,-0.001596365,0.0107080005,0.456,0.544,0.456,0.2876,False,Bcam,21
GABAergic Neurons,-0.0025112059,0.01891856,0.47,0.53,0.47,0.30418181818181816,False,Bcam,21
Endothelial Cells,-0.0024274732,0.030701315,0.471,0.529,0.471,0.31808333333333333,False,Bcam,21
