group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.012657872,0.011571357,0.862,0.138,0.138,0.138,False,Anks6,21
Medium Spiny Neurons,-0.013019524,0.012355597,0.142,0.858,0.142,0.14,False,Anks6,21
Neurons,0.009089853,0.014198526,0.738,0.262,0.262,0.18066666666666667,False,Anks6,21
Neural Stem Cells,0.01034479,0.018332673,0.708,0.292,0.292,0.20850000000000002,False,Anks6,21
Excitatory Neurons,0.004884544,0.012297614,0.653,0.347,0.347,0.23620000000000002,False,Anks6,21
Endocrine Cells,0.010464386,0.031101555,0.641,0.359,0.359,0.25666666666666665,False,Anks6,21
Myocytes,0.007658207,0.024662772,0.621,0.379,0.379,0.27414285714285713,False,Anks6,21
Endothelial Cells,-0.007875961,0.031269684,0.402,0.598,0.402,0.290125,False,Anks6,21
Astrocytes,0.0026072182,0.015999738,0.586,0.414,0.414,0.30388888888888893,False,Anks6,21
Microglia,-0.002211234,0.01796114,0.44,0.56,0.44,0.3175,False,Anks6,21
Oligodendrocytes,-0.00178551,0.010706611,0.45,0.55,0.45,0.3295454545454546,False,Anks6,21
GABAergic Neurons,-0.0016278683,0.018924795,0.49,0.51,0.49,0.3429166666666667,False,Anks6,21
