group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013647489,0.0123694455,0.128,0.872,0.128,0.128,False,Adgrf1,21
Oligodendrocyte Precursor Cells,0.01230989,0.011529023,0.852,0.148,0.148,0.138,False,Adgrf1,21
Neurons,0.008989825,0.014208117,0.735,0.265,0.265,0.18033333333333335,False,Adgrf1,21
Neural Stem Cells,0.008540151,0.01837147,0.678,0.322,0.322,0.21575,False,Adgrf1,21
Excitatory Neurons,0.0045736604,0.012282063,0.642,0.358,0.358,0.24420000000000003,False,Adgrf1,21
Myocytes,0.0086451685,0.02466137,0.632,0.368,0.368,0.2648333333333333,False,Adgrf1,21
Endothelial Cells,-0.008073979,0.031281386,0.401,0.599,0.401,0.2842857142857143,False,Adgrf1,21
Endocrine Cells,0.0070449994,0.03106115,0.598,0.402,0.402,0.299,False,Adgrf1,21
Astrocytes,0.0023299274,0.01597796,0.577,0.423,0.423,0.31277777777777777,False,Adgrf1,21
Microglia,-0.002530188,0.017939175,0.433,0.567,0.433,0.3248,False,Adgrf1,21
Oligodendrocytes,-0.0017695074,0.010717953,0.45,0.55,0.45,0.3361818181818182,False,Adgrf1,21
GABAergic Neurons,-0.0022847373,0.018900335,0.473,0.527,0.473,0.34758333333333336,False,Adgrf1,21
