group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.045193113,0.024876783,0.966,0.034,0.034,0.034,True,Akap9,21
Medium Spiny Neurons,-0.018096054,0.012178366,0.064,0.936,0.064,0.049,True,Akap9,21
Oligodendrocyte Precursor Cells,0.013631564,0.011698135,0.88,0.12,0.12,0.07266666666666667,False,Akap9,21
Neurons,0.010148961,0.014070916,0.765,0.235,0.235,0.11324999999999999,False,Akap9,21
Neural Stem Cells,0.013131287,0.01802064,0.76,0.24,0.24,0.1386,False,Akap9,21
Excitatory Neurons,0.0051615504,0.012371375,0.655,0.345,0.345,0.17299999999999996,False,Akap9,21
Endothelial Cells,-0.008564475,0.031183783,0.398,0.602,0.398,0.20514285714285713,False,Akap9,21
Astrocytes,0.0030163627,0.016123874,0.598,0.402,0.402,0.22975,False,Akap9,21
Endocrine Cells,0.003770866,0.031209672,0.548,0.452,0.452,0.2544444444444445,False,Akap9,21
Microglia,-0.0010037381,0.018009169,0.467,0.533,0.467,0.2757,False,Akap9,21
Oligodendrocytes,-0.0009454855,0.010633232,0.474,0.526,0.474,0.2937272727272727,False,Akap9,21
GABAergic Neurons,-0.0009800579,0.019106178,0.501,0.499,0.499,0.31083333333333335,False,Akap9,21
